76	77	78	79	81	82	82	83	83	83	84	85	0	1	1	2	3	2	1	0	84	83	82	81	81	82	82	82	84	84	0	0	3	3	3	3	3	3	3	3	4	3	2	0	83	81	80	79	80	80	79	78	77	76	76	75	70	69	69	67	65	63	62	61	58	58	56	55	53	51	50	49	43	44	44	45	46	47	48	48	49	49	50	52	53	54	55	56	60	61	62	63	64	66	67	67	69	69	69	70	69	70	69	69	72	72	73	74	74	75	75	76	83	84	84	0	1	2	3	3	84	84	84	83	83	82	82	83	82	80	80	79	78	77	77	77	75	75	75	75	75	75	75	75	75	75	74	73	73	72	72	72	67	66	67	66	65	64	64	64	68	68	68	68	68	68	68	68	68	68	67	67	66	66	66	66	64	64	63	62	61	60	59	58	56	55	55	55	54	54	53	53	55	55	56	57	58	59	59	60	61	61	61	61	61	61	61	61	63	63	64	66	67	68	69	70	71	72	72	72	73	73	74	74	71
77	78	79	80	81	83	83	83	84	84	85	85	0	1	2	2	3	3	2	0	85	84	83	82	82	82	83	83	84	0	0	0	3	3	3	3	3	3	3	3	4	3	2	0	83	81	80	79	80	80	79	78	77	76	76	75	70	69	69	67	65	64	62	61	59	58	57	55	53	51	50	49	44	44	45	46	47	48	49	49	49	50	51	52	54	55	56	57	61	61	62	63	65	66	67	68	69	69	70	70	70	70	69	70	72	73	73	74	74	75	76	76	83	84	84	0	1	2	3	3	0	84	84	84	83	83	82	83	82	80	80	79	78	77	77	77	76	76	76	76	76	76	76	76	75	75	74	73	73	73	73	72	67	67	67	66	65	65	65	65	68	68	68	68	68	68	68	68	68	68	68	67	67	66	66	66	65	64	64	63	62	61	59	59	56	56	56	55	55	54	54	54	55	56	56	57	58	59	60	60	61	61	61	61	61	61	61	61	63	63	64	65	67	68	69	70	71	71	72	72	73	73	73	74	71
78	79	80	81	83	84	85	0	0	0	0	1	2	3	3	4	5	4	3	2	0	85	84	83	83	83	84	84	1	1	1	2	4	4	4	4	4	4	4	4	4	3	2	0	83	81	80	79	80	79	79	78	77	76	75	75	71	70	69	68	66	64	63	62	59	58	57	55	53	51	50	49	45	46	46	47	48	49	50	50	51	51	52	53	55	56	57	58	62	62	63	65	66	67	68	69	70	71	71	71	71	71	71	71	73	73	74	74	74	75	76	76	83	83	84	0	1	2	2	3	0	0	84	84	83	83	83	84	82	81	80	79	78	77	78	77	76	76	76	76	76	76	76	76	76	76	75	74	74	73	74	73	69	68	69	68	68	67	66	66	69	69	69	69	69	69	69	69	69	69	69	68	68	67	67	67	66	65	64	63	63	62	60	60	57	57	56	56	55	55	55	53	56	56	57	57	58	59	60	60	61	61	61	61	61	61	61	61	62	63	64	65	67	68	69	69	71	71	71	72	72	73	73	73	71
80	80	81	83	84	0	1	1	1	2	1	2	3	4	5	5	6	6	5	3	2	0	0	0	0	0	0	1	2	3	3	3	5	5	5	5	5	5	5	5	4	3	2	0	83	81	80	79	79	79	78	77	76	75	75	74	71	70	70	68	66	64	63	62	60	59	57	56	54	52	51	50	47	47	48	49	50	51	51	52	52	53	54	55	56	58	59	59	63	64	65	66	68	69	70	71	72	72	72	73	72	73	72	72	73	73	74	75	75	76	77	77	82	83	83	84	0	1	2	2	0	0	0	84	84	84	83	83	83	81	81	80	79	78	78	78	76	76	76	76	76	76	76	77	77	77	76	75	75	74	75	74	70	71	70	69	69	68	68	67	71	70	70	70	70	70	70	70	70	70	70	69	69	68	68	68	67	67	65	64	64	64	62	62	58	58	57	57	56	56	56	54	56	56	57	58	59	60	61	61	61	61	61	61	61	61	61	61	62	62	63	65	66	67	68	69	70	71	71	71	72	72	73	73	71
81	82	83	84	1	2	2	3	3	3	4	4	5	6	6	7	8	7	6	5	3	2	2	1	1	2	2	2	4	4	5	5	7	7	7	7	7	7	7	7	5	4	3	1	84	82	81	80	79	78	78	77	76	75	74	74	72	71	71	69	67	65	64	63	60	59	58	56	54	53	51	50	48	49	49	50	51	52	53	53	54	54	55	57	58	59	60	61	65	65	66	68	69	71	72	72	74	74	74	75	74	75	74	74	74	74	75	76	76	76	77	77	82	82	83	84	0	1	1	2	1	1	0	0	0	84	84	84	83	83	82	81	80	79	79	78	77	77	77	77	77	77	78	78	77	78	77	76	76	75	75	74	72	71	72	71	70	69	69	68	71	71	71	71	71	71	71	71	71	71	71	70	70	69	69	69	69	69	67	66	66	65	64	63	59	59	59	58	58	57	57	56	57	57	58	59	60	60	61	61	61	61	61	61	61	61	61	61	61	62	63	64	65	67	68	68	70	70	70	71	71	72	72	72	71
83	84	0	1	2	4	5	4	4	5	5	6	6	7	8	8	9	9	8	6	5	4	4	3	3	3	3	4	5	6	6	6	8	8	8	8	8	8	8	8	5	4	3	1	84	82	81	80	78	78	77	76	75	74	74	73	72	71	71	69	67	66	64	63	61	60	59	57	55	53	52	51	50	50	51	52	53	54	54	55	55	56	57	58	60	61	62	62	66	67	68	69	71	72	73	74	75	75	76	76	76	76	76	76	74	74	75	76	76	77	78	78	81	82	82	83	84	0	1	1	1	1	1	1	0	0	84	84	84	83	83	82	81	80	79	79	78	78	78	78	78	78	79	78	79	79	78	77	77	76	76	76	73	73	73	72	71	70	71	70	73	72	72	72	72	72	72	72	72	72	72	71	71	70	70	70	71	70	68	68	68	67	65	65	60	60	60	59	59	58	58	57	57	57	58	59	60	61	62	62	61	61	61	61	61	61	61	61	61	61	62	63	65	66	67	68	69	69	70	70	71	71	71	72	71
0	1	1	2	4	5	6	5	6	6	7	8	9	9	10	10	10	10	9	8	6	5	5	4	4	4	5	5	7	7	7	7	9	9	9	9	9	9	9	9	5	4	3	1	84	82	81	80	78	77	77	76	75	74	73	73	73	72	71	70	68	66	65	64	61	60	59	57	55	53	52	51	51	51	52	53	54	55	56	56	56	57	58	59	61	62	63	64	68	68	69	71	72	73	74	75	76	77	77	77	77	77	78	77	75	75	76	76	76	77	78	78	81	81	82	83	84	0	0	1	2	2	1	1	0	0	0	84	84	84	83	82	81	80	80	79	78	78	78	78	78	78	78	78	80	80	79	78	78	77	77	77	74	74	74	74	74	73	72	72	74	74	74	74	74	74	74	74	74	74	74	73	73	72	72	71	72	71	70	69	68	67	66	66	61	61	60	60	59	59	58	57	58	58	59	59	60	61	62	62	61	61	61	61	61	61	61	61	60	61	62	63	65	66	67	67	69	69	69	70	70	71	71	71	71
1	1	1	3	4	5	6	7	7	7	7	8	9	10	11	11	11	10	9	8	7	5	5	5	5	5	5	6	7	8	8	8	9	9	9	9	9	9	9	9	5	4	3	1	84	82	81	80	78	77	77	76	75	74	73	73	73	72	72	70	68	66	65	64	61	60	59	57	55	54	52	52	52	52	53	54	55	56	56	57	57	58	59	60	61	63	64	64	68	69	70	71	73	74	75	76	77	77	77	78	77	78	78	78	76	75	76	77	77	78	78	79	81	81	82	83	84	0	0	1	2	2	2	1	1	0	0	0	84	84	83	82	81	80	80	79	78	78	78	78	78	78	78	78	80	80	79	79	79	78	78	78	75	76	75	74	74	73	73	72	75	75	75	75	75	75	75	75	74	74	74	74	73	73	72	71	72	72	70	69	68	68	67	66	61	61	61	60	60	59	58	58	58	58	59	60	61	62	62	63	61	61	61	61	61	61	61	61	60	61	62	63	64	66	67	67	69	69	69	70	70	71	71	71	71
2	2	3	5	6	6	7	8	8	7	8	8	8	9	9	9	11	10	10	9	8	7	7	7	6	6	6	6	7	7	7	7	13	13	12	11	10	9	8	8	3	2	1	0	83	82	81	80	80	80	79	77	76	74	73	73	73	72	72	71	69	68	67	66	60	59	59	58	57	56	55	55	55	55	55	56	56	57	57	57	59	59	60	62	63	64	65	66	70	71	72	73	74	76	77	77	78	78	78	78	78	78	79	79	79	78	77	77	76	76	75	75	81	81	82	84	0	1	2	3	4	4	3	2	1	0	0	84	84	84	83	81	81	80	79	78	76	76	76	76	76	76	76	76	76	77	78	78	79	79	81	81	78	77	76	76	74	73	73	72	73	73	74	74	74	75	75	75	74	74	74	74	74	74	74	73	72	70	69	69	68	67	66	66	66	65	64	64	63	62	60	60	64	64	63	63	62	62	61	61	63	62	62	62	61	61	60	60	61	62	62	62	63	63	64	64	67	67	68	69	70	71	71	72	70
2	2	3	4	6	7	7	8	8	8	9	8	8	9	9	9	11	10	10	9	8	7	7	7	6	6	6	6	7	7	7	7	13	12	11	11	10	9	8	8	3	2	1	0	83	82	81	80	80	80	79	77	76	74	73	73	73	72	72	71	69	68	67	66	60	60	59	58	57	56	56	55	55	55	56	56	57	57	57	58	59	60	61	62	64	65	66	67	71	71	72	73	75	76	77	78	78	78	78	79	78	79	79	79	79	79	79	77	77	76	75	75	81	81	82	84	0	2	3	3	4	4	3	3	2	1	0	0	84	84	83	81	81	80	79	78	76	76	76	76	76	76	76	77	77	77	78	79	79	81	81	81	78	78	78	76	75	74	74	73	73	73	74	74	74	75	75	75	74	74	74	74	74	74	74	73	72	71	70	69	68	67	67	66	66	66	65	64	63	62	61	60	64	64	63	63	62	62	61	61	62	62	62	61	61	60	60	60	61	61	62	62	63	63	63	64	66	66	67	68	69	70	71	71	70
1	2	3	4	6	7	8	7	8	8	9	9	8	9	9	9	10	10	9	8	7	6	7	6	6	6	6	6	7	7	7	7	12	11	11	10	9	8	7	7	2	2	1	85	84	82	81	80	80	80	79	77	76	74	73	73	72	72	72	70	69	67	66	66	61	60	60	59	58	57	56	56	56	57	57	57	58	58	59	59	61	61	62	63	65	66	67	68	71	72	73	74	76	77	78	79	79	79	79	80	79	80	80	80	80	80	80	79	78	77	77	77	81	82	83	84	1	2	3	4	5	5	4	3	2	1	0	0	85	85	84	82	81	80	79	78	76	76	76	76	76	76	76	76	77	78	79	79	79	80	81	81	78	79	78	77	76	74	73	73	73	73	74	74	74	75	75	75	75	75	75	75	75	75	75	74	73	72	71	70	69	69	68	67	66	66	65	64	64	64	62	61	64	64	63	63	62	62	61	61	62	62	61	61	61	60	60	60	61	61	61	62	62	63	63	63	65	65	66	67	68	69	69	70	69
1	1	2	4	5	6	7	8	8	8	9	9	9	9	9	9	10	9	9	8	7	6	6	6	6	6	6	6	7	7	7	7	11	10	10	9	8	7	6	6	2	1	0	85	83	82	81	80	81	80	79	77	76	74	73	73	72	71	71	70	68	67	66	65	62	61	61	60	59	58	57	57	58	58	58	59	59	60	60	60	62	63	64	65	66	68	69	69	72	73	74	75	77	78	79	80	80	80	80	81	81	81	81	81	81	81	81	80	79	78	78	78	82	82	83	0	1	3	4	4	5	5	4	3	2	2	1	1	85	85	84	82	81	80	79	78	76	76	76	76	76	76	76	77	79	79	79	79	80	80	82	82	80	80	80	78	77	75	74	74	73	73	74	74	74	75	75	75	76	76	76	76	76	76	76	75	75	73	73	72	71	70	69	69	68	67	67	66	66	65	63	63	64	64	63	63	62	62	61	61	61	61	61	61	60	60	59	59	60	61	61	61	62	62	63	63	63	64	64	65	66	67	68	68	69
0	1	2	3	4	6	7	7	8	8	9	9	9	10	10	9	9	9	8	7	6	5	6	5	6	6	6	6	7	7	7	7	10	10	10	9	8	7	6	6	2	2	1	84	83	81	80	80	81	80	79	77	76	74	73	73	71	71	71	69	68	66	65	65	63	63	62	61	60	59	59	58	60	60	60	61	61	62	62	62	64	64	65	67	68	69	70	71	73	74	75	76	78	79	80	81	81	82	82	82	82	83	82	82	82	82	82	81	80	79	79	79	82	83	84	0	2	3	4	5	6	6	5	4	3	2	1	1	85	0	84	82	81	80	79	78	77	77	77	77	77	77	77	77	79	79	80	80	81	81	82	82	81	81	81	79	78	76	76	75	73	73	74	74	74	75	75	75	77	77	77	77	77	77	77	77	76	75	74	74	73	72	70	70	69	69	68	68	68	67	65	65	64	64	63	63	62	62	61	61	61	61	60	60	59	59	59	59	60	60	60	61	61	62	62	62	62	62	63	64	65	66	66	67	68
0	0	1	2	4	5	6	7	9	8	9	9	9	10	10	9	9	8	8	7	6	5	5	5	6	6	6	6	7	7	7	7	9	9	9	8	7	6	5	5	2	1	0	84	82	81	80	79	81	80	79	77	76	74	73	73	71	70	70	69	67	66	65	64	64	64	63	62	61	60	60	59	61	61	62	62	63	63	63	64	65	66	67	68	70	71	72	72	74	75	76	77	79	80	81	82	83	83	83	84	83	84	83	83	83	83	83	82	81	80	80	80	83	83	84	1	2	4	5	5	6	6	5	5	4	3	2	2	0	0	84	82	81	80	79	78	77	77	77	77	77	77	77	77	80	80	80	81	81	82	83	83	82	82	82	80	79	77	77	77	73	73	74	74	74	75	75	75	78	78	78	78	78	78	78	78	78	77	76	75	74	73	72	71	71	71	70	69	69	68	67	66	64	64	63	63	62	62	61	61	60	60	60	59	59	59	58	58	59	59	60	60	61	61	61	62	60	61	61	62	63	64	65	65	68
85	0	1	2	4	5	6	6	9	9	9	9	9	10	10	9	8	8	7	6	5	4	5	4	6	6	6	6	7	7	7	7	8	8	8	7	6	5	4	4	1	1	0	83	82	80	79	79	81	80	79	77	76	74	73	73	70	70	70	68	67	65	64	64	65	64	64	63	62	61	60	60	62	63	63	63	64	64	65	65	66	67	68	69	71	72	73	74	75	76	77	78	80	81	82	82	84	84	84	85	84	0	84	84	84	84	84	83	82	81	81	81	83	84	0	1	3	4	5	6	7	6	6	5	4	3	2	2	0	0	84	82	81	80	79	78	77	77	77	77	77	77	77	77	80	80	80	81	82	83	83	83	83	82	82	81	80	79	78	78	73	73	74	74	74	75	75	75	79	79	79	79	79	79	79	79	78	78	77	76	75	74	73	72	72	72	71	70	69	68	68	67	64	64	63	63	62	62	61	61	60	60	60	59	59	58	58	58	59	59	59	60	60	61	61	61	59	59	60	61	62	63	64	64	67
85	0	1	2	3	5	6	6	9	8	9	10	9	10	10	9	8	8	7	6	5	4	5	4	6	6	6	6	7	7	7	7	7	8	7	6	5	5	4	4	1	0	84	83	82	80	79	79	81	80	80	77	76	74	73	73	71	70	69	68	67	64	64	63	64	64	63	62	61	60	60	59	63	63	63	64	64	65	65	65	67	68	69	70	71	73	74	74	76	76	77	79	80	81	82	83	83	83	84	84	0	84	84	84	84	84	84	84	82	82	81	81	83	84	0	1	3	4	5	6	7	7	6	5	4	3	3	2	0	0	84	82	81	80	79	78	77	77	77	77	77	77	77	78	80	80	82	82	83	83	83	84	83	83	83	82	80	80	79	78	73	73	74	74	74	75	75	75	80	80	80	80	80	80	80	80	80	78	78	77	76	74	73	73	73	72	72	71	70	69	68	68	64	64	63	63	62	62	61	61	60	60	59	59	58	58	58	57	59	59	59	60	60	61	61	61	58	59	59	60	61	62	63	63	66
85	0	1	2	4	5	6	7	8	8	8	7	7	7	7	7	7	7	7	6	6	5	6	6	6	6	6	5	6	5	5	5	5	4	4	4	3	3	2	2	85	85	84	83	82	81	81	80	79	78	77	76	75	73	72	72	70	70	68	66	65	63	62	62	60	61	61	62	63	64	65	65	64	64	64	65	66	67	67	67	68	68	69	69	70	71	72	72	75	76	77	78	80	81	82	82	80	81	81	82	83	84	85	85	0	0	0	85	85	85	83	83	0	0	1	2	2	3	4	4	6	6	5	5	4	4	3	3	2	1	2	1	0	84	83	83	81	81	82	81	81	80	80	80	83	84	84	84	84	84	84	85	83	82	82	81	80	78	77	77	74	74	74	74	74	74	74	74	78	78	78	79	79	80	80	79	81	79	79	78	77	76	75	75	72	72	71	70	69	67	67	66	65	64	64	63	62	61	60	60	59	58	58	58	57	57	56	56	58	58	58	58	58	58	58	58	62	62	62	63	63	63	64	64	62
85	0	1	2	3	5	6	6	8	8	7	7	8	8	7	7	7	7	6	6	5	5	6	5	5	5	5	4	5	4	4	4	4	3	3	3	2	2	1	1	85	84	84	83	82	81	80	80	78	79	78	77	75	74	73	71	70	69	67	66	64	63	62	61	60	60	60	61	63	64	65	65	64	64	65	65	67	67	67	68	68	68	69	70	71	72	72	73	75	76	77	78	80	81	82	82	81	81	82	83	84	0	85	0	1	1	0	0	85	85	84	83	0	0	1	2	2	3	4	4	6	6	5	5	4	4	3	3	2	1	2	1	0	84	83	83	82	81	82	82	81	81	80	80	84	84	84	84	84	84	85	85	83	83	83	81	80	78	77	77	74	74	74	74	74	74	74	74	78	78	79	79	80	80	80	80	81	80	79	78	77	76	76	75	72	72	71	71	69	68	67	67	65	65	64	63	62	61	61	60	59	59	58	58	57	57	57	56	58	58	58	58	58	58	58	58	61	61	62	62	63	63	63	63	61
85	85	0	2	3	4	5	6	7	7	6	6	7	7	6	6	6	5	5	5	4	4	4	4	4	3	3	3	3	3	2	2	2	2	2	1	1	0	0	0	84	84	83	82	81	80	80	79	78	78	77	76	74	73	71	70	69	67	66	65	64	62	61	61	60	59	60	61	63	64	64	65	65	65	65	66	67	68	68	68	69	69	70	71	72	73	73	74	76	76	77	79	80	82	83	82	82	82	83	83	84	0	1	1	3	2	1	1	0	0	84	84	0	0	1	2	2	3	4	4	6	6	5	5	4	4	3	3	2	3	2	1	0	84	84	83	82	82	82	82	81	81	81	81	83	84	84	84	84	84	85	85	84	83	82	81	80	79	78	77	75	74	74	74	74	74	74	74	78	78	78	79	79	80	80	80	82	80	80	79	78	77	76	76	73	73	72	71	69	68	67	67	65	65	64	63	62	62	61	61	59	59	59	58	58	57	57	57	58	58	58	58	58	58	58	58	60	61	61	61	62	62	63	62	61
84	85	0	1	3	4	5	5	6	6	5	5	6	6	5	5	4	4	4	3	3	2	3	3	2	1	1	1	1	1	0	0	0	0	0	85	85	84	84	84	83	83	82	81	80	79	79	78	77	77	76	75	73	72	70	69	67	66	65	64	63	61	60	60	58	59	59	60	62	63	64	64	66	66	66	67	68	69	69	69	70	70	71	72	73	74	74	75	76	77	78	79	81	82	83	83	84	83	84	84	0	1	2	2	4	3	2	2	1	1	0	0	0	0	1	2	2	3	4	4	6	6	5	5	4	4	3	3	3	3	3	2	1	0	84	84	82	82	83	82	82	82	81	81	83	84	84	84	84	84	85	85	84	84	83	81	81	79	78	77	76	75	75	75	75	75	75	75	79	79	79	80	80	81	81	81	83	81	81	80	79	78	77	77	73	73	72	71	69	69	68	68	66	66	65	64	63	62	61	61	60	59	59	59	58	58	57	57	58	58	58	58	58	58	58	58	59	60	60	60	61	61	62	61	60
84	84	85	0	2	3	4	5	5	5	4	4	5	5	4	4	2	2	2	1	1	0	1	1	84	84	84	83	84	83	83	83	84	84	83	83	82	82	82	81	82	81	81	80	79	78	77	77	76	76	75	74	72	70	69	68	66	65	64	63	61	60	59	59	58	58	59	60	62	63	63	64	67	67	68	68	70	70	70	71	71	71	72	73	74	75	75	76	77	77	78	80	81	83	84	83	0	84	0	1	2	2	3	3	5	5	3	3	2	2	2	1	0	0	1	2	2	3	4	4	6	6	5	5	4	4	3	4	3	4	3	2	1	0	0	84	84	84	83	83	83	82	82	82	84	84	84	84	84	84	84	84	85	84	83	82	80	79	79	78	77	76	76	76	76	76	76	76	80	80	81	81	82	82	82	83	84	83	82	81	80	79	79	78	74	74	73	72	70	69	68	68	66	66	65	65	64	63	62	62	60	60	60	59	59	58	58	58	58	58	58	58	58	58	58	58	58	58	59	59	60	60	60	60	58
